title,doc_len,word,pos,sent_id,tf,idf,tf_idf
THE CAT AND THE MICE,10,hang,2,6,0.1,1.2039728043259361,0.12039728043259362
THE CAT AND THE MICE,10,hind,1,6,0.1,2.302585092994046,0.2302585092994046
THE CAT AND THE MICE,10,leg,1,6,0.1,2.302585092994046,0.2302585092994046
THE CAT AND THE MICE,10,peg,1,6,0.1,2.302585092994046,0.2302585092994046
THE CAT AND THE MICE,10,pretend,2,6,0.1,2.302585092994046,0.2302585092994046
THE CAT AND THE MICE,10,dead,3,6,0.1,2.302585092994046,0.2302585092994046
THE CAT AND THE MICE,10,mouse,1,7,0.2,0.9162907318741551,0.18325814637483104
THE CAT AND THE MICE,10,peep,2,7,0.2,2.302585092994046,0.4605170185988092
THE CAT AND THE MICE,10,see,2,7,0.2,2.302585092994046,0.4605170185988092
THE CAT AND THE MICE,10,cat,1,7,0.2,1.2039728043259361,0.24079456086518725
THE CAT AND THE MICE,10,hang,2,7,0.2,1.2039728043259361,0.24079456086518725
THE CAT AND THE MICE,10,aha,1,8,1.0,2.302585092994046,2.302585092994046
THE CAT AND THE MICE,10,cry,2,9,0.3333333333333333,2.302585092994046,0.7675283643313486
THE CAT AND THE MICE,10,madam,1,9,0.3333333333333333,2.302585092994046,0.7675283643313486
THE CAT AND THE MICE,10,doubt,1,9,0.3333333333333333,2.302585092994046,0.7675283643313486
THE CAT AND THE MICE,10,turn,2,10,0.14285714285714285,2.302585092994046,0.32894072757057796
THE CAT AND THE MICE,10,bag,1,10,0.14285714285714285,2.302585092994046,0.32894072757057796
THE CAT AND THE MICE,10,meal,1,10,0.14285714285714285,2.302585092994046,0.32894072757057796
THE CAT AND THE MICE,10,hang,2,10,0.14285714285714285,1.2039728043259361,0.17199611490370514
THE CAT AND THE MICE,10,like,2,10,0.14285714285714285,2.302585092994046,0.32894072757057796
THE CAT AND THE MICE,10,catch,2,10,0.14285714285714285,1.6094379124341003,0.22991970177630003
THE CAT AND THE MICE,10,come,2,10,0.14285714285714285,2.302585092994046,0.32894072757057796
THE MISCHIEVOUS DOG,6,dog,1,1,0.08333333333333333,0.6931471805599453,0.057762265046662105
THE MISCHIEVOUS DOG,6,use,2,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,snap,2,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,people,1,1,0.08333333333333333,1.0986122886681098,0.0915510240556758
THE MISCHIEVOUS DOG,6,bite,2,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,provocation,1,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,great,3,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,nuisance,1,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,one,1,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,come,2,1,0.08333333333333333,1.0986122886681098,0.0915510240556758
THE MISCHIEVOUS DOG,6,master,1,1,0.08333333333333333,1.0986122886681098,0.0915510240556758
THE MISCHIEVOUS DOG,6,house,1,1,0.08333333333333333,1.791759469228055,0.1493132891023379
THE MISCHIEVOUS DOG,6,master,1,2,0.14285714285714285,1.0986122886681098,0.15694461266687282
THE MISCHIEVOUS DOG,6,fasten,2,2,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,bell,1,2,0.14285714285714285,0.6931471805599453,0.09902102579427789
THE MISCHIEVOUS DOG,6,neck,1,2,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,warn,2,2,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,people,1,2,0.14285714285714285,1.0986122886681098,0.15694461266687282
THE MISCHIEVOUS DOG,6,presence,1,2,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,dog,1,3,0.14285714285714285,0.6931471805599453,0.09902102579427789
THE MISCHIEVOUS DOG,6,proud,3,3,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,bell,1,3,0.14285714285714285,0.6931471805599453,0.09902102579427789
THE MISCHIEVOUS DOG,6,strut,2,3,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,tinkle,2,3,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,immense,3,3,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,satisfaction,1,3,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MISCHIEVOUS DOG,6,old,3,4,0.125,1.791759469228055,0.22396993365350687
THE MISCHIEVOUS DOG,6,dog,1,4,0.125,0.6931471805599453,0.08664339756999316
THE MISCHIEVOUS DOG,6,come,2,4,0.125,1.0986122886681098,0.13732653608351372
THE MISCHIEVOUS DOG,6,say,2,4,0.125,1.791759469228055,0.22396993365350687
THE MISCHIEVOUS DOG,6,air,1,4,0.125,1.791759469228055,0.22396993365350687
THE MISCHIEVOUS DOG,6,give,2,4,0.125,1.0986122886681098,0.13732653608351372
THE MISCHIEVOUS DOG,6,good,3,4,0.125,1.791759469228055,0.22396993365350687
THE MISCHIEVOUS DOG,6,friend,1,4,0.125,1.791759469228055,0.22396993365350687
THE MISCHIEVOUS DOG,6,think,2,5,0.2,1.791759469228055,0.358351893845611
THE MISCHIEVOUS DOG,6,bell,1,5,0.2,0.6931471805599453,0.13862943611198905
THE MISCHIEVOUS DOG,6,give,2,5,0.2,1.0986122886681098,0.21972245773362198
THE MISCHIEVOUS DOG,6,reward,1,5,0.2,1.791759469228055,0.358351893845611
THE MISCHIEVOUS DOG,6,merit,1,5,0.2,1.791759469228055,0.358351893845611
THE MISCHIEVOUS DOG,6,contrary,3,6,0.3333333333333333,1.791759469228055,0.5972531564093516
THE MISCHIEVOUS DOG,6,badge,1,6,0.3333333333333333,1.791759469228055,0.5972531564093516
THE MISCHIEVOUS DOG,6,disgrace,1,6,0.3333333333333333,1.791759469228055,0.5972531564093516
THE CHARCOAL-BURNER AND THE FULLER,6,charcoal-burner,1,1,0.3333333333333333,1.0986122886681098,0.3662040962227032
THE CHARCOAL-BURNER AND THE FULLER,6,live,2,1,0.3333333333333333,1.791759469228055,0.5972531564093516
THE CHARCOAL-BURNER AND THE FULLER,6,work,2,1,0.3333333333333333,1.791759469228055,0.5972531564093516
THE CHARCOAL-BURNER AND THE FULLER,6,fuller,1,2,0.2,1.0986122886681098,0.21972245773362198
THE CHARCOAL-BURNER AND THE FULLER,6,happen,2,2,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,come,2,2,0.2,1.0986122886681098,0.21972245773362198
THE CHARCOAL-BURNER AND THE FULLER,6,settle,2,2,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,neighbourhood,1,2,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,charcoal-burner,1,3,0.09090909090909091,1.0986122886681098,0.09987384442437362
THE CHARCOAL-BURNER AND THE FULLER,6,make,2,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,acquaintance,1,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,finding,1,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,agreeable,3,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,sort,1,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,fellow,1,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,ask,2,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,come,2,3,0.09090909090909091,1.0986122886681098,0.09987384442437362
THE CHARCOAL-BURNER AND THE FULLER,6,share,1,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,house,1,3,0.09090909090909091,1.791759469228055,0.16288722447527773
THE CHARCOAL-BURNER AND THE FULLER,6,get,2,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,know,2,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,good,3,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,way,1,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,say,2,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,household,1,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,expense,1,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,diminish,2,4,0.125,1.791759469228055,0.22396993365350687
THE CHARCOAL-BURNER AND THE FULLER,6,fuller,1,5,0.2,1.0986122886681098,0.21972245773362198
THE CHARCOAL-BURNER AND THE FULLER,6,thank,2,5,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,reply,2,5,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,think,2,5,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,sir,2,5,0.2,1.791759469228055,0.358351893845611
THE CHARCOAL-BURNER AND THE FULLER,6,everything,1,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE CHARCOAL-BURNER AND THE FULLER,6,take,2,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE CHARCOAL-BURNER AND THE FULLER,6,pain,1,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE CHARCOAL-BURNER AND THE FULLER,6,whiten,2,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE CHARCOAL-BURNER AND THE FULLER,6,blacken,2,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE CHARCOAL-BURNER AND THE FULLER,6,time,1,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE CHARCOAL-BURNER AND THE FULLER,6,charcoal,1,6,0.14285714285714285,1.791759469228055,0.25596563846115067
THE MICE IN COUNCIL,5,time,1,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,mouse,1,1,0.1,0.5108256237659907,0.051082562376599076
THE MICE IN COUNCIL,5,meet,2,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,council,1,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,discuss,2,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,best,3,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,mean,1,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,secure,2,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,attack,1,1,0.1,1.6094379124341003,0.16094379124341004
THE MICE IN COUNCIL,5,cat,1,1,0.1,0.5108256237659907,0.051082562376599076
THE MICE IN COUNCIL,5,several,3,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,suggestion,1,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,debate,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,mouse,1,2,0.058823529411764705,0.5108256237659907,0.030048566103881808
THE MICE IN COUNCIL,5,standing,1,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,experience,1,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,get,2,2,0.058823529411764705,0.9162907318741551,0.05389945481612677
THE MICE IN COUNCIL,5,say,2,2,0.058823529411764705,0.9162907318741551,0.05389945481612677
THE MICE IN COUNCIL,5,think,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,hit,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,plan,1,2,0.058823529411764705,0.9162907318741551,0.05389945481612677
THE MICE IN COUNCIL,5,ensure,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,safety,1,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,future,1,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,provide,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,approve,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,carry,2,2,0.058823529411764705,1.6094379124341003,0.09467281837847649
THE MICE IN COUNCIL,5,fasten,2,3,0.125,1.6094379124341003,0.20117973905426254
THE MICE IN COUNCIL,5,bell,1,3,0.125,0.9162907318741551,0.11453634148426939
THE MICE IN COUNCIL,5,neck,1,3,0.125,1.6094379124341003,0.20117973905426254
THE MICE IN COUNCIL,5,enemy,1,3,0.125,1.6094379124341003,0.20117973905426254
THE MICE IN COUNCIL,5,cat,1,3,0.125,0.5108256237659907,0.06385320297074884
THE MICE IN COUNCIL,5,tinkling,1,3,0.125,1.6094379124341003,0.20117973905426254
THE MICE IN COUNCIL,5,warn,2,3,0.125,1.6094379124341003,0.20117973905426254
THE MICE IN COUNCIL,5,approach,1,3,0.125,1.6094379124341003,0.20117973905426254
THE MICE IN COUNCIL,5,proposal,1,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,applaud,2,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,decide,2,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,adopt,2,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,old,3,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,mouse,1,4,0.08333333333333333,0.5108256237659907,0.04256880198049923
THE MICE IN COUNCIL,5,get,2,4,0.08333333333333333,0.9162907318741551,0.07635756098951292
THE MICE IN COUNCIL,5,foot,1,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,say,2,4,0.08333333333333333,0.9162907318741551,0.07635756098951292
THE MICE IN COUNCIL,5,agree,2,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,plan,1,4,0.08333333333333333,0.9162907318741551,0.07635756098951292
THE MICE IN COUNCIL,5,admirable,3,4,0.08333333333333333,1.6094379124341003,0.134119826036175
THE MICE IN COUNCIL,5,ask,2,5,0.25,1.6094379124341003,0.40235947810852507
THE MICE IN COUNCIL,5,go,2,5,0.25,1.6094379124341003,0.40235947810852507
THE MICE IN COUNCIL,5,bell,2,5,0.25,0.9162907318741551,0.22907268296853878
THE MICE IN COUNCIL,5,cat,1,5,0.25,0.5108256237659907,0.12770640594149768
THE BAT AND THE WEASELS,12,bat,1,1,0.09090909090909091,0.8754687373538999,0.07958806703217272
THE BAT AND THE WEASELS,12,fall,2,1,0.09090909090909091,2.4849066497880004,0.22590060452618185
THE BAT AND THE WEASELS,12,ground,1,1,0.09090909090909091,2.4849066497880004,0.22590060452618185
THE BAT AND THE WEASELS,12,catch,2,1,0.09090909090909091,1.791759469228055,0.16288722447527773
THE BAT AND THE WEASELS,12,weasel,1,1,0.09090909090909091,0.6931471805599453,0.06301338005090412
THE BAT AND THE WEASELS,12,go,2,1,0.18181818181818182,1.0986122886681098,0.19974768884874725
THE BAT AND THE WEASELS,12,kill,2,1,0.09090909090909091,2.4849066497880004,0.22590060452618185
THE BAT AND THE WEASELS,12,eat,2,1,0.09090909090909091,2.4849066497880004,0.22590060452618185
THE BAT AND THE WEASELS,12,beg,2,1,0.09090909090909091,1.791759469228055,0.16288722447527773
THE BAT AND THE WEASELS,12,let,2,1,0.09090909090909091,1.0986122886681098,0.09987384442437362
THE BAT AND THE WEASELS,12,weasel,1,2,0.2,0.6931471805599453,0.13862943611198905
THE BAT AND THE WEASELS,12,say,2,2,0.2,0.6931471805599453,0.13862943611198905
THE BAT AND THE WEASELS,12,enemy,1,2,0.2,2.4849066497880004,0.4969813299576001
THE BAT AND THE WEASELS,12,bird,1,2,0.2,1.3862943611198906,0.2772588722239781
THE BAT AND THE WEASELS,12,principle,1,2,0.2,2.4849066497880004,0.4969813299576001
THE BAT AND THE WEASELS,12,say,2,3,0.3333333333333333,0.6931471805599453,0.23104906018664842
THE BAT AND THE WEASELS,12,bat,1,3,0.3333333333333333,0.8754687373538999,0.29182291245129993
THE BAT AND THE WEASELS,12,bird,1,3,0.3333333333333333,1.3862943611198906,0.46209812037329684
THE BAT AND THE WEASELS,12,mouse,1,4,1.0,1.3862943611198906,1.3862943611198906
THE BAT AND THE WEASELS,12,say,2,5,0.25,0.6931471805599453,0.17328679513998632
